,USDA_id,usda_common_name,scientific_name
636,ADVI4,Puerto Rico maidenhair,Adiantum vivesii
637,ADWI,Wilson's maidenhair,Adiantum wilsonii
638,ADWR,Wright's dogweed,Adenophyllum wrightii
639,AEAM,shyleaf,Aeschynomene americana
640,AEAR4,tree aenium,Aeonium arboreum
641,AEAR5,Arnold buckeye,Aesculus ×arnoldiana
642,AEAS,sola pith plant,Aeschynomene aspera
643,AEBI,goatgrass,Aegilops bicornis
644,AEBU,buckeye,Aesculus ×bushii
645,AEBU2,aesandra,Aesandra butyracea
646,AECA,California buckeye,Aesculus californica
647,AECA2,red horse-chestnut,Aesculus ×carnea
648,AECE,relaxgrass,Aegopogon cenchroides
649,AECHM,livingvase,Aechmea Ruiz
650,AECO,goatgrass,Aegilops comosa
651,AECR,Persian goatgrass,Aegilops crassa
652,AECY,jointed goatgrass,Aegilops cylindrica
653,AECY2,fool's parsley,Aethusa cynapium
654,AEEL,tall spiritweed,Aegiphila elata
655,AEEL2,ambatch,Aeschynomene elaphroxylon
656,AEEV,shrubby jointvetch,Aeschynomene evenia
657,AEFA2,Australian joint-vetch,Aeschynomene falcata
658,AEFA3,urnplant,Aechmea fasciata
659,AEFL,yellow buckeye,Aesculus flava
660,AEGE,ovate goatgrass,Aegilops geniculata
661,AEGIL,goatgrass,Aegilops L.
662,AEGIN,aeginetia,Aeginetia L.
663,AEGIP,spiritweed,Aegiphila Jacq.
664,AEGL,Ohio buckeye,Aesculus glabra
666,AEGLE,aegle,Aegle Corr.
668,AEGOP,goutweed,Aegopodium L.
669,AEGOP2,relaxgrass,Aegopogon Humb.
670,AEGR,Puerto Rico jointvetch,Aeschynomene gracilis
671,AEHA2,Haworth's aeonium,Aeonium haworthii
672,AEHI,horse chestnut,Aesculus hippocastanum
673,AEHI2,porcupine jointvetch,Aeschynomene histrix
675,AEHY,buckeye,Aesculus ×hybrida
676,AEIN,Indian jointvetch,Aeschynomene indica
677,AEIN5,entireleaf spiritweed,Aegiphila integrifolia
678,AEIN6,ye gu,Aeginetia indica
679,AEJA,Java aerva,Aerva javanica
680,AELA,aerva,Aerva lanata
681,AELA2,mamoncillo,Aeluropus lagopoides
682,AELI,West Indian livingvase,Aechmea lingulata
683,AELI2,Indian walnut,Aeluropus littoralis
684,AELO,goatgrass,Aegilops longissima
685,AELO2,Lorent's goatgrass,Aegilops lorentii
686,AELUR,Indian walnut,Aeluropus Trin.
687,AEMA,Caribbean spiritweed,Aegiphila martinicensis
688,AEMA2,buckeye,Aesculus ×marylandica
689,AEMA3,Indian bael,Aegle marmelos
690,AEMU,buckeye,Aesculus ×mutabilis
691,AENE,buckeye,Aesculus ×neglecta
692,AENE2,three-awned goatgrass,Aegilops neglecta
693,AENU,nakedstem livingvase,Aechmea nudicaulis
694,AEONI,aeonium,Aeonium Webb
695,AEPA,red buckeye,Aesculus pavia
696,AEPA2,bottlebrush buckeye,Aesculus parviflora
697,AEPA3,pannicle jointvetch,Aeschynomene paniculata
700,AEPO,bishop's goutweed,Aegopodium podagraria
701,AEPR,meadow jointvetch,Aeschynomene pratensis
702,AERU,zigzag jointvetch,Aeschynomene rudis
703,AERVA,aerva,Aerva Forssk.
704,AESAN,aesandra,Aesandra Pierre
705,AESCH,jointvetch,Aeschynomene L.
706,AESCU,buckeye,Aesculus L.
707,AESE,island puzzle,Aerva sericea
708,AESE2,sensitive jointvetch,Aeschynomene sensitiva
709,AESE3,Sears' goatgrass,Aegilops searsii
712,AESP2,goatgrass,Aegilops speltoides
713,AESY,painted buckeye,Aesculus sylvatica
714,AETA2,Tausch's goatgrass,Aegilops tauschii
715,AETE,fragilegrass,Aegopogon tenellus
716,AETHU,aethusa,Aethusa L.
717,AETR,barbed goatgrass,Aegilops triuncialis
718,AETU,Japanese horse chestnut,Aesculus turbinata
719,AEUM,goatgrass,Aegilops umbellulata
720,AEUN,saucer-plant,Aeonium undulatum
721,AEVE,goatgrass,Aegilops ventricosa
722,AEVI,sticky jointvetch,Aeschynomene viscidula
723,AEVI2,hairy jointvetch,Aeschynomene villosa
724,AEVI3,Virginia jointvetch,Aeschynomene virginica
725,AEWO,buckeye,Aesculus ×worlitzensis
726,AFAF,African mahogany,Afzelia africana
727,AFBE,pretty afzelia,Afzelia bella
728,AFFA,yellowwood,Afrocarpus falcatus
729,AFME,melegueta pepper,Aframomum melegueta
730,AFQU,pod mahogany,Afzelia quanzensis
731,AFRAM,aframomum,Aframomum Schum.
732,AFROC,yellowwood,Afrocarpus (J.
733,AFZEL,mahogany,Afzelia Sm.
734,AGAC,sandplain false foxglove,Agalinis acuta
735,AGAD2,sticky snakeroot,Ageratina adenophora
736,AGAD4,agroelymus,×Agroelymus adamsii
737,AGAE,arctic bentgrass,Agrostis aequivalvis
738,AGAF,lily of the Nile,Agapanthus africanus
739,AGAJ,agave,Agave ×ajoensis
740,AGAL5,white snakeroot,Ageratina altissima
743,AGALI,false foxglove,Agalinis Raf.
745,AGAM,American century plant,Agave americana
750,AGAN4,century plant,Agave angustifolia
751,AGAP2,woolly goat chicory,Agoseris apargioides
752,AGAP3,scaleleaf false foxglove,Agalinis aphylla
754,AGAPA2,agapanthus,Agapanthus L'Hér.
757,AGAR4,lesser snakeroot,Ageratina aromatica
758,AGAR8,Arizona century plant,Agave ×arizonica
760,AGARI,Florida hobblebush,Agarista D.
762,AGAS2,tall false foxglove,Agalinis aspera
763,AGAS3,rough century plant,Agave asperrima
764,AGAST,giant hyssop,Agastache Clayton
765,AGAT,maguey,Agave atrovirens
766,AGATH2,agathis,Agathis Salisb.
767,AGATH3,agathosma,Agathosma Willd.
768,AGAU2,orange agoseris,Agoseris aurantiaca
769,AGAU3,earleaf false foxglove,Agalinis auriculata
770,AGAU4,kauri,Agathis australis
773,AGAV,Pacific bentgrass,Agrostis avenacea
774,AGAVE,agave,Agave L.
775,AGBE2,buchu,Agathosma betulina
776,AGBL,Blasdale bentgrass,Agrostis blasdalei
777,AGBO4,Bolander's mule-ears,Agnorhiza bolanderi
778,AGBO5,agroelymus,×Agroelymus bowdenii
779,AGBR,Trans-Pecos giant hyssop,Agastache breviflora
780,AGBR4,narrow corncockle,Agrostemma brachyloba
781,AGCA,mosquito plant,Agastache cana
782,AGCA11,bentgrass,Agrostis castellana
783,AGCA4,velvet bentgrass,Agrostis canina
784,AGCA5,colonial bentgrass,Agrostis capillaris
785,AGCA7,leoncita false foxglove,Agalinis calycina
786,AGCA8,Caddo false foxglove,Agalinis caddoensis
787,AGCA9,cantala,Agave cantala
788,AGCH2,goldenflower century plant,Agave chrysantha
789,AGCL,clavate bentgrass,Agrostis clavata
790,AGCL2,coastal bluff bentgrass,Agrostis clivicola
791,AGCL3,rockroot,Agdestis clematidea
794,AGCO,tropical whiteweed,Ageratum conyzoides
795,AGCO2,flat-top whiteweed,Ageratum corymbosum
796,AGCO4,Philippine evergreen,Aglaonema commutatum
798,AGCR,crested wheatgrass,Agropyron cristatum
799,AGCR4,buchu,Agathosma crenulata
802,AGCU,Cusick's giant hyssop,Agastache cusickii
803,AGCU4,bristle bent,Agrostis curtisii
804,AGDA2,dammar pine,Agathis dammara
805,AGDA3,agoseris,Agoseris ×dasycarpa
806,AGDE,desert agave,Agave deserti
807,AGDE10,Tonto Basin century plant,Agave delamateri
808,AGDE2,desert wheatgrass,Agropyron desertorum
809,AGDE3,false sisal,Agave decipiens
810,AGDE4,dwarf century plant,Agave desmettiana
811,AGDE6,Osage false foxglove,Agalinis densiflora
812,AGDE7,California bentgrass,Agrostis densiflora
815,AGDES2,agdestis,Agdestis Moc.
816,AGDI2,pineland false foxglove,Agalinis divaricata
817,AGED,plateau false foxglove,Agalinis edwardsiana
818,AGEG,Eggers' century plant,Agave eggersiana
819,AGEL,tall agoseris,Agoseris elata
820,AGEL4,Elliott's bentgrass,Agrostis elliottiana
821,AGEL8,Hall's mule-ears,Agnorhiza elata
822,AGEL9,elongate agrostophyllum,Agrostophyllum elongatum
823,AGERA,whiteweed,Ageratum L.
824,AGERA2,snakeroot,Ageratina Spach
825,AGEU,churchsteeples,Agrimonia eupatoria
826,AGEX,spike bentgrass,Agrostis exarata
827,AGFA2,beach false foxglove,Agalinis fasciculata
828,AGFI,Jackson false foxglove,Agalinis filicaulis
829,AGFI2,Seminole false foxglove,Agalinis filifolia
830,AGFL2,Hampton false foxglove,Agalinis flexicaulis
831,AGFO,blue giant hyssop,Agastache foeniculum
832,AGFO2,henequen,Agave fourcroydes
833,AGFR,Siberian wheatgrass,Agropyron fragile
834,AGGA,roundstem false foxglove,Agalinis gattingeri
835,AGGI,common corncockle,Agrostemma githago
836,AGGI2,redtop,Agrostis gigantea
837,AGGL,pale agoseris,Agoseris glauca
838,AGGL2,Chisos Mountain century plant,Agave glomeruliflora
845,AGGR,bigflower agoseris,Agoseris grandiflora
846,AGGR2,tall hairy agrimony,Agrimonia gryposepala
847,AGGR4,slimfoot century plant,Agave gracilipes
848,AGHA,Havard's century plant,Agave havardiana
849,AGHA2,Hall's bentgrass,Agrostis hallii
850,AGHA3,coastal plain false foxglove,Agalinis harperi
851,AGHA4,Havana snakeroot,Ageratina havanensis
852,AGHE2,annual agoseris,Agoseris heterophylla
853,AGHE3,Henderson's bentgrass,Agrostis hendersonii
854,AGHE4,prairie false foxglove,Agalinis heterophylla
855,AGHE5,fragrant snakeroot,Ageratina herbacea
856,AGHE7,sevenleaf aganope,Aganope heptaphylla
860,AGHI60,hispid agrestia lichen,Agrestia hispida
861,AGHO,Hoover's bentgrass,Agrostis hooveri
862,AGHO2,Howell's bentgrass,Agrostis howellii
863,AGHO3,bluemink,Ageratum houstonianum
864,AGHO4,San Antonio false foxglove,Agalinis homalantha
865,AGHU,alpine bentgrass,Agrostis humilis
866,AGHY,winter bentgrass,Agrostis hyemalis
867,AGHY2,'Hycrest',Agropyron ×hybrid
868,AGID,Idaho bentgrass,Agrostis idahoensis
869,AGIN3,incised agrimony,Agrimonia incisa
870,AGIN8,Coville's mule-ears,Agnorhiza invenusta
871,AGJU2,hammock snakeroot,Ageratina jucunda
872,AGLA,vernal pool bentgrass,Agrostis lacuna-vernalis
873,AGLA10,twoline false foxglove,Agalinis laxa
874,AGLA9,Mill Creek agoseris,Agoseris lackschewitzii
875,AGLAO,aglaonema,Aglaonema Schott
876,AGLE,lechuguilla,Agave lechuguilla
877,AGLE3,Lemmon's snakeroot,Ageratina lemmonii
878,AGLI,coast agropogon,×Agropogon littoralis
879,AGLI2,flaxleaf false foxglove,Agalinis linifolia
880,AGLI3,Cape Sable whiteweed,Ageratum littorale
881,AGLU,Lucy Braun's snakeroot,Ageratina luciae-brauniae
882,AGMA3,saltmarsh false foxglove,Agalinis maritima
885,AGME2,San Luis Mountain giant hyssop,Agastache mearnsii
886,AGME3,northern bentgrass,Agrostis mertensii
887,AGMI,white giant hyssop,Agastache micrantha
888,AGMI2,smallfruit agrimony,Agrimonia microcarpa
889,AGMI3,small-leaf bentgrass,Agrostis microphylla
890,AGMI4,corita,Agave missionum
891,AGMI7,Micronesian aglossorrhyncha,Aglossorrhyncha micronesiaca
892,AGMI8,Proctor's agave,Agave minor
893,AGMO2,agoseris,Agoseris ×montana
894,AGMU,Murphey's century plant,Agave murpheyi
895,AGNA,Navasota false foxglove,Agalinis navasotensis
896,AGNE2,yellow giant hyssop,Agastache nepetoides
897,AGNE3,wild century plant,Agave neglecta
898,AGNE5,Middleton false foxglove,Agalinis neoscotica
899,AGNOR,mule-ears,Agnorhiza (Jeps.)
900,AGNU,Nuttall's false foxglove,Agalinis nuttallii
901,AGOB,tenlobe false foxglove,Agalinis obtusifolia
902,AGOC,western giant hyssop,Agastache occidentalis
903,AGOC2,western snakeroot,Ageratina occidentalis
904,AGOD2,creeping grovebur,Agrimonia odorata
905,AGOL,ridgestem false foxglove,Agalinis oligophylla
906,AGONI,agonimia lichen,Agonimia Zahlbr.
907,AGOR,Oregon bentgrass,Agrostis oregonensis
908,AGOSE,agoseris,Agoseris Raf.
909,AGOV,southern mule-ears,Agnorhiza ovata
910,AGPA,Bill Williams Mountain giant hyssop,Agastache pallidiflora
911,AGPA11,pale giant hyssop,Agastache pallida
912,AGPA12,smallflower false foxglove,Agalinis paupercula
913,AGPA13,Santa Rita snakeroot,Ageratina paupercula
914,AGPA2,smallleaf giant hyssop,Agastache parvifolia
915,AGPA3,Palmer's century plant,Agave palmeri
916,AGPA4,Parry's agave,Agave parryi
917,AGPA5,smallflower century plant,Agave parviflora
918,AGPA6,harvestlice,Agrimonia parviflora
919,AGPA8,seashore bentgrass,Agrostis pallens
920,AGPA9,Thermal Bent,Agrostis pauzhetica
932,AGPE,upland bentgrass,Agrostis perennans
933,AGPH,Grand Canyon century plant,Agave phillipsiana
934,AGPI2,cara de caballo,Aglaonema pictum
935,AGPL,Chattahoochee false foxglove,Agalinis plukenetii
936,AGPO2,Florida hobblebush,Agarista populifolia
937,AGPR3,Pringle's giant hyssop,Agastache pringlei
938,AGPR5,African-lily,Agapanthus praecox
940,AGPU,soft agrimony,Agrimonia pubescens
941,AGPU4,St. Mark's false foxglove,Agalinis pulchella
942,AGPU5,purple false foxglove,Agalinis purpurea
943,AGRE,spearleaf agoseris,Agoseris retrorsa
944,AGRE3,resinous snakeroot,Ageratina resiniflua
945,AGRE8,El Dorado mule-ears,Agnorhiza reticulata
946,AGRES2,agrestia lichen,Agrestia J.W.
947,AGRI2,spreading snakeroot,Ageratina riparia
948,AGRIM,agrimony,Agrimonia L.
949,AGRO3,beaked agrimony,Agrimonia rostellata
950,AGRO4,Ross' bentgrass,Agrostis rossiae
951,AGRO5,Rothrock's snakeroot,Ageratina rothrockii
952,AGRO6,Queensland kauri,Agathis robusta
953,AGROE,agroelymus,×Agroelymus E.G.
954,AGROP2,wheatgrass,Agropyron Gaertn.
955,AGROP3,agropogon,×Agropogon Fourn.
956,AGROS,corncockle,Agrostemma L.
957,AGROS2,bentgrass,Agrostis L.
958,AGROS3,agrostophyllum,Agrostophyllum Blume
959,AGRU,threadleaf giant hyssop,Agastache rupestris
960,AGRU3,agyrium lichen,Agyrium rufum
961,AGSA3,Hawai'i bentgrass,Agrostis sandwicensis
962,AGSC,purple giant hyssop,Agastache scrophulariifolia
963,AGSC3,Schott's century plant,Agave schottii
964,AGSC5,rough bentgrass,Agrostis scabra
967,AGSE3,threadleaf false foxglove,Agalinis setacea
968,AGSE5,longleaf buchu,Agathosma serratifolia
969,AGSH,coastal agave,Agave shawii
970,AGSH2,Shasta snakeroot,Ageratina shastensis
971,AGSI2,sisal hemp,Agave sisalana
972,AGSK,Skinner's false foxglove,Agalinis skinneriana
973,AGST,roadside agrimony,Agrimonia striata
974,AGST2,creeping bentgrass,Agrostis stolonifera
975,AGST4,stiffleaf false foxglove,Agalinis strictifolia
976,AGTE3,slenderleaf false foxglove,Agalinis tenuifolia
977,AGTE7,tequila agave,Agave tequilana
983,AGTO,Toumey's century plant,Agave toumeyana
986,AGTR8,agonimia lichen,Agonimia tristicula
987,AGUN2,McKelvey's century plant,Agave univittata
988,AGUR,nettleleaf giant hyssop,Agastache urticifolia
991,AGUT,Utah agave,Agave utahensis
996,AGVA,mountain bentgrass,Agrostis variabilis
997,AGVI5,green false foxglove,Agalinis viridis
998,AGVI9,brown bentgrass,Agrostis vinealis
1000,AGWE,Weber's century plant,Agave weberi
1001,AGWR,Sonoran giant hyssop,Agastache wrightii
1002,AGWR2,Wright's snakeroot,Ageratina wrightii
1003,AGXY,century plant,Agave xylonacantha
1004,AGYRI,agyrium lichen,Agyrium Fr.
1005,AHSP,ahtiana lichen,Ahtiana sphaerosporella
1006,AHTIA,ahtiana lichen,Ahtiana Goward
1007,AIAL,tree of heaven,Ailanthus altissima
1008,AICA,silver hairgrass,Aira caryophyllea
1009,AICA5,coyure palm,Aiphanes caryotifolia
1012,AICO,coyor,Aiphanes corallina
1013,AIEL4,annual silver hairgrass,Aira elegans
1014,AILAN,ailanthus,Ailanthus Desf.
1015,AIMI,Guinea bactris,Aiphanes minima
1016,AIPHA,aiphanes,Aiphanes Willd.
1017,AIPR,yellow hairgrass,Aira praecox
1018,AIRA,hairgrass,Aira L.
1019,AIRA2,racemose aidia,Aidia racemosa
1020,AJCH,yellow bugle,Ajuga chamaepitys
1021,AJGE,blue bugle,Ajuga genevensis
1022,AJPY,pyramid bugle,Ajuga pyramidalis
1023,AJRE,common bugle,Ajuga reptans
1024,AJUGA,bugle,Ajuga L.
1025,AKEBI,chocolate vine,Akebia Decne.
1026,AKPE2,chocolate vine,Akebia ×pentaphylla
1027,AKQU,chocolate vine,Akebia quinata
1028,ALAA,South Idaho onion,Allium aaseae
1029,ALAB2,Abrams' allium,Allium abramsii
1030,ALAC,akle,Albizia acle
1031,ALAC2,stemless Indian parsley,Aletes acaulis
1032,ALAC4,tapertip onion,Allium acuminatum
1033,ALAD,cream albizia,Albizia adinocephala
1034,ALAD2,West African albizzia,Albizia adianthifolia
1035,ALAE,shortawn foxtail,Alopecurus aequalis
1038,ALAL,alpine lady's mantle,Alchemilla alpina
1039,ALAL12,aloina moss,Aloina aloides
1040,ALAL3,pale madwort,Alyssum alyssoides
1041,ALAL4,Allegheny onion,Allium allegheniense
1042,ALAL60,Almquist's allantoparmelia lichen,Allantoparmelia almquistii
1043,ALAL61,allantoparmelia lichen,Allantoparmelia alpicola
1045,ALAM,broadleaf wild leek,Allium ampeloprasum
1046,ALAM2,narrowleaf onion,Allium amplectens
1047,ALAM3,Mexican alvaradoa,Alvaradoa amorphoides
1048,ALAM5,forest alsophila,Alsophila amintae
1050,ALAN,twinleaf onion,Allium anceps
1051,ALAN3,Rocky Mountain Indian parsley,Aletes anisatus
1052,ALAR,creeping meadow foxtail,Alopecurus arundinaceus
1053,ALAR8,candelabra aloe,Aloe arborescens
1054,ALAS2,wild onion,Allium ascalonicum
1055,ALAT,darkred onion,Allium atrorubens
1056,ALAT3,broadleaf wild leek,Allium atroviolaceum
1059,ALAU,golden colicroot,Aletris aurea
1060,ALAU6,Peruvian-lily,Alstroemeria aurea
1061,ALBE,calicoplant,Alternanthera bettzichiana
1062,ALBI,Bigelow's onion,Allium bigelovii
1063,ALBI2,twincrest onion,Allium bisceptrum
1064,ALBI7,aloina moss,Aloina bifrons
1067,ALBIZ,albizia,Albizia Durazz.
1068,ALBL,purple allamanda,Allamanda blanchetii
1069,ALBO,Bolander's onion,Allium bolanderi
1073,ALBR,Brandegee's onion,Allium brandegeei
1074,ALBR12,foxtail,Alopecurus brachystachus
1075,ALBR13,bracteolate alyxia,Alyxia bracteolosa
1076,ALBR14,cunjevoi,Alocasia brisbanensis
1077,ALBR2,shortstyle onion,Allium brevistylum
1078,ALBR3,Brooks' alsophila,Alsophila brooksii
1079,ALBR4,helecho gigante de la sierra,Alsophila bryophila
1080,ALBR5,Brazilian joyweed,Alternanthera brasiliana
1081,ALBR6,bracted colicroot,Aletris bracteata
1082,ALBR70,aloina moss,Aloina brevirostris
1083,ALBU,Burlew's onion,Allium burlewii
1084,ALBU2,narrowleaf wild leek,Allium burdickii
1085,ALBU4,bupleurum-leaved alysicarpus,Alysicarpus bupleurifolius
1086,ALCA19,California alsia moss,Alsia californica
1087,ALCA2,dusky onion,Allium campanulatum
1088,ALCA21,Caroline alphitonia,Alphitonia carolinensis
1089,ALCA23,Rabbit Valley gilia,Aliciella caespitosa
1090,ALCA25,palm-leaf marshmallow,Althaea cannabina
1091,ALCA3,meadow garlic,Allium canadense
1092,ALCA4,Carolina foxtail,Alopecurus carolinianus
1093,ALCA5,washerwoman,Alternanthera caracasana
1094,ALCA6,Caroline alpinia,Alpinia carolinensis
1095,ALCA7,golden trumpet,Allamanda cathartica
1096,ALCA8,naked albizia,Albizia carbonaria
1103,ALCE,garden onion,Allium cepa
1104,ALCE2,nodding onion,Allium cernuum
1105,ALCEA,hollyhock,Alcea L.
1109,ALCH,annual windmills,Allionia choisyi
1110,ALCH2,Chinese albizia,Albizia chinensis
1111,ALCH5,rakkyo,Allium chinense
1112,ALCHE,lady's mantle,Alchemilla L.
1113,ALCHO,alchornea,Alchornea Sw.
1114,ALCHO2,alchorneopsis,Alchorneopsis Müll.
1115,ALCI3,summergrass,Alloteropsis cimicina
1116,ALCO,yellowflower onion,Allium coryi
1117,ALCO13,Italian alder,Alnus cordata
1118,ALCO16,yellowtuft,Alyssum corsicum
1119,ALCO2,Columbian onion,Allium columbianum
1120,ALCO3,Grand Coulee onion,Allium constrictum
1121,ALCR3,Cascade onion,Allium cratericola
1122,ALCR4,Olympic onion,Allium crenulatum
1123,ALCR5,crinkled onion,Allium crispum
1124,ALCR7,Cretan meadow foxtail,Alopecurus creticus
1125,ALCR8,West Indian joyweed,Alternanthera crucis
1126,ALCR9,palo blanco,Allophylus crassinervis
1127,ALCU,striped garlic,Allium cuthbertii
1128,ALCU5,chinese taro,Alocasia cucullata
1129,ALDE,desert madwort,Alyssum desertorum
1130,ALDE6,toothed onion,Allium denticulatum
1133,ALDI10,serpentine onion,Allium diabolense
1134,ALDI2,coastal onion,Allium dichlamydeum
1135,ALDI3,Blue Mountain onion,Allium dictuon
1136,ALDI4,purple false gilyflower,Allophyllum divaricatum
1137,ALDO,Douglas' onion,Allium douglasii
1138,ALDR,Drummond's onion,Allium drummondii
1139,ALDR2,propeller flower,Alophia drummondii
1140,ALECT,alectryon,Alectryon Gaertn.
1141,ALECT2,alectra,Alectra Thunb.
1142,ALECT3,witch's hair lichen,Alectoria Ach.
1143,ALEL,Elmendorf's onion,Allium elmendorfii
1144,ALETE,Indian parsley,Aletes J.M.
1145,ALETR,colicroot,Aletris L.
1146,ALEUR,aleurites,Aleurites J.R.
1147,ALFA2,white colicroot,Aletris farinosa
1148,ALFA3,scytheleaf onion,Allium falcifolium
1149,ALFA4,alder,Alnus ×fallacina
1150,ALFA60,witch's hair lichen,Alectoria fallacina
1151,ALFE,albizia,Albizia ferruginea
1152,ALFE2,Cape aloe,Aloe ferox
1153,ALFI,Cuddy Mountain onion,Allium fibrillum
1154,ALFI2,fringed onion,Allium fimbriatum
1155,ALFI3,Trans-Pecos Indian parsley,Aletes filifolius
1156,ALFI4,welsh onion,Allium fistulosum
1157,ALFI5,thinstem lady's mantle,Alchemilla filicaulis
1158,ALFI8,sanguinaria,Alternanthera ficoidea
1164,ALFL,yellow joyweed,Alternanthera flavescens
1165,ALFL2,yerba de hierro,Alectra fluminensis
1166,ALFL3,palo de gallina,Alchorneopsis floribunda
1167,ALFL5,hairy joyweed,Alternanthera flavogrisea
1168,ALFO3,Aztec gilia,Aliciella formosa
1169,ALGA2,greater galangal,Alpinia galanga
1170,ALGE,Geyer's onion,Allium geyeri
1171,ALGE2,water foxtail,Alopecurus geniculatus
1176,ALGI,dense false gilyflower,Allophyllum gilioides
1179,ALGL,gland onion,Allium glandulosum
1180,ALGL2,European alder,Alnus glutinosa
1181,ALGL3,sticky false gilyflower,Allophyllum glutinosum
1182,ALGL4,smooth lady's mantle,Alchemilla glabra
1183,ALGL6,clustered lady's mantle,Alchemilla glomerulans
1184,ALGO,Goodding's onion,Allium gooddingii
1185,ALGR,narrowleaf water plantain,Alisma gramineum
1186,ALGR2,whitebrush,Aloysia gratissima
1189,ALHA,redskin onion,Allium haematochiton
1190,ALHA2,purple-spot parrot-lily,Alstroemeria haemantha
1191,ALHA3,Hassler's alternanthera,Alternanthera hassleriana
1192,ALHA5,aloina moss,Aloina hamulus
1193,ALHA6,San Juan gilia,Aliciella haydenii
